# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	6008	7666	-	WP_053943546.1	WP_053943546.1		glucose-6-phosphate isomerase	pgi		PU02_RS00035	1659	552	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	7805	10939	-							PU02_RS00040	3135		old_locus_tag=PU02_0008
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	7805	10939	-	WP_053943547.1	WP_053943547.1		efflux RND transporter permease subunit			PU02_RS00040	3135	1044	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	10936	12078	-							PU02_RS00045	1143		old_locus_tag=PU02_0009
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	10936	12078	-	WP_053943548.1	WP_053943548.1		efflux RND transporter periplasmic adaptor subunit			PU02_RS00045	1143	380	
gene	tRNA	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	12441	12517	+							PU02_RS00050	77		old_locus_tag=PU02_1349
tRNA		GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	12441	12517	+				tRNA-Arg			PU02_RS00050	77		anticodon=ACG
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	12921	13154	+					rpsU		PU02_RS00055	234		old_locus_tag=PU02_0010
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	12921	13154	+	WP_053943549.1	WP_053943549.1		30S ribosomal protein S21	rpsU		PU02_RS00055	234	77	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	13628	15001	-							PU02_RS00060	1374		old_locus_tag=PU02_0011
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	13628	15001	-	WP_053943550.1	WP_053943550.1		glutamate--cysteine ligase			PU02_RS00060	1374	457	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	15070	15813	-							PU02_RS00065	744		old_locus_tag=PU02_0012
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	15070	15813	-	WP_053944583.1	WP_053944583.1		16S rRNA (uracil(1498)-N(3))-methyltransferase			PU02_RS00065	744	247	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	16039	16182	+							PU02_RS06870	144		old_locus_tag=PU02_0013
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	16039	16182	+	WP_200903952.1	WP_200903952.1		hypothetical protein			PU02_RS06870	144	47	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	16279	18048	-							PU02_RS00070	1770		old_locus_tag=PU02_0014
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	16279	18048	-	WP_236824047.1	WP_236824047.1		AsmA family protein			PU02_RS00070	1770	589	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	18466	19365	+					folD		PU02_RS00075	900		old_locus_tag=PU02_0015
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	18466	19365	+	WP_053943551.1	WP_053943551.1		bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	folD		PU02_RS00075	900	299	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	19594	20877	-							PU02_RS00080	1284		old_locus_tag=PU02_0016
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	19594	20877	-	WP_053943552.1	WP_053943552.1		FAD-dependent oxidoreductase			PU02_RS00080	1284	427	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	20889	22316	-							PU02_RS00085	1428		old_locus_tag=PU02_0017
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	20889	22316	-	WP_053943553.1	WP_053943553.1		glutamine synthetase family protein			PU02_RS00085	1428	475	
gene	tRNA	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	22475	22551	-							PU02_RS00090	77		old_locus_tag=PU02_1350
tRNA		GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	22475	22551	-				tRNA-His			PU02_RS00090	77		anticodon=GTG
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	22658	23746	-							PU02_RS00095	1089		old_locus_tag=PU02_0018
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	22658	23746	-	WP_053943554.1	WP_053943554.1		quinone-dependent dihydroorotate dehydrogenase			PU02_RS00095	1089	362	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	24148	24564	+					mscL		PU02_RS00100	417		old_locus_tag=PU02_0019
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	24148	24564	+	WP_053943555.1	WP_053943555.1		large conductance mechanosensitive channel protein MscL	mscL		PU02_RS00100	417	138	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	24849	27386	-							PU02_RS00105	2538		old_locus_tag=PU02_0020
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	24849	27386	-	WP_053944584.1	WP_053944584.1		DNA translocase FtsK			PU02_RS00105	2538	845	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	27815	29245	+							PU02_RS00110	1431		old_locus_tag=PU02_0022
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	27815	29245	+	WP_053943556.1	WP_053943556.1		aldehyde dehydrogenase family protein			PU02_RS00110	1431	476	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	29283	30296	+							PU02_RS00115	1014		old_locus_tag=PU02_0023
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	29283	30296	+	WP_053943557.1	WP_053943557.1		RluA family pseudouridine synthase			PU02_RS00115	1014	337	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	30426	31352	+					rpoH		PU02_RS00120	927		old_locus_tag=PU02_0024
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	30426	31352	+	WP_053943558.1	WP_053943558.1		RNA polymerase sigma factor RpoH	rpoH		PU02_RS00120	927	308	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	31386	32891	-							PU02_RS00125	1506		old_locus_tag=PU02_0025
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	31386	32891	-	WP_053943559.1	WP_053943559.1		hypothetical protein			PU02_RS00125	1506	501	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	33132	34421	-							PU02_RS00130	1290		old_locus_tag=PU02_0026
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	33132	34421	-	WP_053943560.1	WP_053943560.1		adenylosuccinate synthase			PU02_RS00130	1290	429	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	34586	35749	-							PU02_RS00135	1164		old_locus_tag=PU02_0027
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	34586	35749	-	WP_053943561.1	WP_053943561.1		phosphoserine transaminase			PU02_RS00135	1164	387	
gene	tRNA	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	36150	36225	+							PU02_RS00140	76		old_locus_tag=PU02_1351
tRNA		GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	36150	36225	+				tRNA-Phe			PU02_RS00140	76		anticodon=GAA
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	36419	38344	+							PU02_RS00145	1926		old_locus_tag=PU02_0028
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	36419	38344	+	WP_053943562.1	WP_053943562.1		DUF1561 family protein			PU02_RS00145	1926	641	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	38406	38624	-							PU02_RS06860	219		old_locus_tag=PU02_0029
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	38406	38624	-	WP_071628343.1	WP_071628343.1		hypothetical protein			PU02_RS06860	219	72	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	38605	38820	-							PU02_RS06875	216		old_locus_tag=PU02_0030
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	38605	38820	-	WP_071628344.1	WP_071628344.1		hypothetical protein			PU02_RS06875	216	71	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	38753	38977	-							PU02_RS00155	225		old_locus_tag=PU02_0031
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	38753	38977	-	WP_053943564.1	WP_053943564.1		hypothetical protein			PU02_RS00155	225	74	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	38974	39636	-							PU02_RS00160	663		old_locus_tag=PU02_0032
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	38974	39636	-	WP_053943565.1	WP_053943565.1		glycoside hydrolase family protein			PU02_RS00160	663	220	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	39804	40079	+							PU02_RS00165	276		old_locus_tag=PU02_0033
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	39804	40079	+	WP_053944585.1	WP_053944585.1		type II toxin-antitoxin system RelE/ParE family toxin			PU02_RS00165	276	91	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	40104	40430	+							PU02_RS00170	327		old_locus_tag=PU02_0034
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	40104	40430	+	WP_053943566.1	WP_053943566.1		HigA family addiction module antitoxin			PU02_RS00170	327	108	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	40526	40798	-							PU02_RS00175	273		old_locus_tag=PU02_0035
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	40526	40798	-	WP_053943567.1	WP_053943567.1		hypothetical protein			PU02_RS00175	273	90	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	40795	41535	-							PU02_RS00180	741		old_locus_tag=PU02_0036
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	40795	41535	-	WP_053943568.1	WP_053943568.1		antA/AntB antirepressor family protein			PU02_RS00180	741	246	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	42072	42344	-							PU02_RS00185	273		
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	42072	42344	-	WP_053943569.1	WP_053943569.1		hypothetical protein			PU02_RS00185	273	90	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	42623	42808	-							PU02_RS00190	186		old_locus_tag=PU02_0037
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	42623	42808	-	WP_053943570.1	WP_053943570.1		Rha family transcriptional regulator			PU02_RS00190	186	61	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	42943	43251	+							PU02_RS00195	309		
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	42943	43251	+	WP_053943571.1	WP_053943571.1		addiction module protein			PU02_RS00195	309	102	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	43300	43635	+							PU02_RS00200	336		old_locus_tag=PU02_0038
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	43300	43635	+	WP_053943572.1	WP_053943572.1		addiction module antidote protein			PU02_RS00200	336	111	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	43685	44914	-							PU02_RS00205	1230		old_locus_tag=PU02_0039
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	43685	44914	-	WP_082311380.1	WP_082311380.1		contractile injection system protein, VgrG/Pvc8 family			PU02_RS00205	1230	409	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	44911	45135	-							PU02_RS00210	225		old_locus_tag=PU02_0040
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	44911	45135	-	WP_053943573.1	WP_053943573.1		tail protein X			PU02_RS00210	225	74	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	45128	45520	-							PU02_RS00215	393		old_locus_tag=PU02_0041
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	45128	45520	-	WP_053943574.1	WP_053943574.1		phage tail protein			PU02_RS00215	393	130	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	45526	47325	-							PU02_RS00220	1800		old_locus_tag=PU02_0042
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	45526	47325	-	WP_053943575.1	WP_053943575.1		phage tail protein			PU02_RS00220	1800	599	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	47322	47384	-							PU02_RS06880	63		
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	47322	47384	-	WP_236824048.1	WP_236824048.1		GpE family phage tail protein			PU02_RS06880	63	20	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	47459	47719	-							PU02_RS00225	261		old_locus_tag=PU02_0044
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	47459	47719	-	WP_053943576.1	WP_053943576.1		phage tail assembly protein			PU02_RS00225	261	86	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	47722	48222	-							PU02_RS00230	501		old_locus_tag=PU02_0045
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	47722	48222	-	WP_053943577.1	WP_053943577.1		phage major tail tube protein			PU02_RS00230	501	166	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	48222	49613	-							PU02_RS00235	1392		old_locus_tag=PU02_0046
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	48222	49613	-	WP_053943578.1	WP_053943578.1		phage tail sheath subtilisin-like domain-containing protein			PU02_RS00235	1392	463	
gene	pseudogene	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	49967	51196	-							PU02_RS00240	1230		partial;pseudo;old_locus_tag=PU02_0047
CDS	without_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	49967	51196	-				phage tail repeat domain-containing protein			PU02_RS00240	1230		partial;pseudo
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	51210	54353	-							PU02_RS00245	3144		old_locus_tag=PU02_0048
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	51210	54353	-	WP_053943579.1	WP_053943579.1		DUF4815 domain-containing protein			PU02_RS00245	3144	1047	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	54355	55461	-							PU02_RS00250	1107		old_locus_tag=PU02_0049
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	54355	55461	-	WP_053943580.1	WP_053943580.1		phage tail protein			PU02_RS00250	1107	368	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	55461	56288	-							PU02_RS00255	828		old_locus_tag=PU02_0050
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	55461	56288	-	WP_053943581.1	WP_053943581.1		baseplate J/gp47 family protein			PU02_RS00255	828	275	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	56285	56626	-							PU02_RS00260	342		old_locus_tag=PU02_0051
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	56285	56626	-	WP_144417853.1	WP_144417853.1		GPW/gp25 family protein			PU02_RS00260	342	113	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	56623	57264	-							PU02_RS00265	642		old_locus_tag=PU02_0052
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	56623	57264	-	WP_053943583.1	WP_053943583.1		phage baseplate assembly protein V			PU02_RS00265	642	213	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	57257	57787	-							PU02_RS00270	531		old_locus_tag=PU02_0053
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	57257	57787	-	WP_053943584.1	WP_053943584.1		hypothetical protein			PU02_RS00270	531	176	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	58218	58568	-							PU02_RS00280	351		old_locus_tag=PU02_0054
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	58218	58568	-	WP_236824005.1	WP_236824005.1		hypothetical protein			PU02_RS00280	351	116	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	58598	59674	-							PU02_RS00285	1077		old_locus_tag=PU02_0055
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	58598	59674	-	WP_053943586.1	WP_053943586.1		major capsid protein			PU02_RS00285	1077	358	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	59689	60057	-							PU02_RS00290	369		old_locus_tag=PU02_0056
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	59689	60057	-	WP_053943587.1	WP_053943587.1		head decoration protein			PU02_RS00290	369	122	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	60062	60286	-							PU02_RS00295	225		old_locus_tag=PU02_0057
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	60062	60286	-	WP_236824006.1	WP_236824006.1		hypothetical protein			PU02_RS00295	225	74	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	60289	61425	-							PU02_RS00300	1137		old_locus_tag=PU02_0058
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	60289	61425	-	WP_053943588.1	WP_053943588.1		S49 family peptidase			PU02_RS00300	1137	378	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	61415	62950	-							PU02_RS00305	1536		old_locus_tag=PU02_0059
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	61415	62950	-	WP_053943589.1	WP_053943589.1		phage portal protein			PU02_RS00305	1536	511	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	62950	63183	-							PU02_RS00310	234		old_locus_tag=PU02_0060
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	62950	63183	-	WP_053943590.1	WP_053943590.1		hypothetical protein			PU02_RS00310	234	77	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	63176	65122	-							PU02_RS00315	1947		old_locus_tag=PU02_0061
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	63176	65122	-	WP_236824007.1	WP_236824007.1		phage terminase large subunit family protein			PU02_RS00315	1947	648	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	65126	65683	-							PU02_RS00320	558		old_locus_tag=PU02_0062
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	65126	65683	-	WP_053943591.1	WP_053943591.1		hypothetical protein			PU02_RS00320	558	185	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	65814	66074	+							PU02_RS00325	261		old_locus_tag=PU02_0063
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	65814	66074	+	WP_053943592.1	WP_053943592.1		type II toxin-antitoxin system RelB/DinJ family antitoxin			PU02_RS00325	261	86	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	66145	66417	-							PU02_RS00330	273		old_locus_tag=PU02_0064
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	66145	66417	-	WP_053943567.1	WP_053943567.1		hypothetical protein			PU02_RS00330	273	90	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	66414	67154	-							PU02_RS00335	741		old_locus_tag=PU02_0065
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	66414	67154	-	WP_053943568.1	WP_053943568.1		antA/AntB antirepressor family protein			PU02_RS00335	741	246	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	67691	67963	-							PU02_RS00340	273		
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	67691	67963	-	WP_053943569.1	WP_053943569.1		hypothetical protein			PU02_RS00340	273	90	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	68380	68694	+							PU02_RS00345	315		old_locus_tag=PU02_0066
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	68380	68694	+	WP_236824008.1	WP_236824008.1		type II toxin-antitoxin system HigB family toxin			PU02_RS00345	315	104	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	68691	69047	+							PU02_RS00350	357		old_locus_tag=PU02_0067
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	68691	69047	+	WP_053943593.1	WP_053943593.1		transcriptional regulator			PU02_RS00350	357	118	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	69136	69717	-							PU02_RS00355	582		old_locus_tag=PU02_0068
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	69136	69717	-	WP_053943594.1	WP_053943594.1		phage tail protein			PU02_RS00355	582	193	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	69721	69990	-							PU02_RS00360	270		old_locus_tag=PU02_0069
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	69721	69990	-	WP_053943595.1	WP_053943595.1		hypothetical protein			PU02_RS00360	270	89	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	70281	70676	-							PU02_RS00365	396		old_locus_tag=PU02_0070
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	70281	70676	-	WP_053943596.1	WP_053943596.1		type II toxin-antitoxin system HicB family antitoxin			PU02_RS00365	396	131	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	70778	71074	-							PU02_RS00370	297		old_locus_tag=PU02_0071
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	70778	71074	-	WP_053943597.1	WP_053943597.1		HigA family addiction module antitoxin			PU02_RS00370	297	98	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	71091	71372	-							PU02_RS00375	282		
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	71091	71372	-	WP_053943598.1	WP_053943598.1		type II toxin-antitoxin system RelE/ParE family toxin			PU02_RS00375	282	93	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	71543	71815	-							PU02_RS00380	273		old_locus_tag=PU02_0073
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	71543	71815	-	WP_053943567.1	WP_053943567.1		hypothetical protein			PU02_RS00380	273	90	
gene	protein_coding	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	71812	72552	-							PU02_RS00385	741		old_locus_tag=PU02_0074
CDS	with_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	71812	72552	-	WP_053943599.1	WP_053943599.1		antA/AntB antirepressor family protein			PU02_RS00385	741	246	
gene	pseudogene	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	72845	73297	-							PU02_RS06630	453		partial;pseudo;old_locus_tag=PU02_0075
CDS	without_protein	GCF_001281405.1	Primary Assembly	chromosome		NZ_CP010401.1	72845	73297	-				Rha family transcriptional regulator			PU02_RS06630	453		partial;pseudo
