# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	6297	7160	-							BANH1_RS00035	864		old_locus_tag=BAnh1_00070
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	6297	7160	-	WP_015397410.1	WP_015397410.1		endonuclease/exonuclease/phosphatase family protein			BANH1_RS00035	864	287	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	7289	8062	-							BANH1_RS00040	774		old_locus_tag=BAnh1_00080
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	7289	8062	-	WP_015397411.1	WP_015397411.1		Bax inhibitor-1/YccA family protein			BANH1_RS00040	774	257	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	8535	9020	-					lspA		BANH1_RS00045	486		old_locus_tag=BAnh1_00090
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	8535	9020	-	WP_015397412.1	WP_015397412.1		signal peptidase II	lspA		BANH1_RS00045	486	161	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	9037	9864	-							BANH1_RS00050	828		old_locus_tag=BAnh1_00100
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	9037	9864	-	WP_015397413.1	WP_015397413.1		RNA methyltransferase			BANH1_RS00050	828	275	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	9867	10799	-							BANH1_RS00055	933		old_locus_tag=BAnh1_00110
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	9867	10799	-	WP_041583133.1	WP_041583133.1		class I SAM-dependent methyltransferase			BANH1_RS00055	933	310	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	10961	11272	-							BANH1_RS00060	312		old_locus_tag=BAnh1_00120
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	10961	11272	-	WP_041583134.1	WP_041583134.1		LapA family protein			BANH1_RS00060	312	103	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	11281	11559	-					ihfB		BANH1_RS00065	279		old_locus_tag=BAnh1_00130
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	11281	11559	-	WP_041582844.1	WP_041582844.1		integration host factor subunit beta	ihfB		BANH1_RS00065	279	92	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	11753	12394	+					lptC		BANH1_RS00070	642		old_locus_tag=BAnh1_00140
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	11753	12394	+	WP_041583135.1	WP_041583135.1		LPS export ABC transporter periplasmic protein LptC	lptC		BANH1_RS00070	642	213	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	12470	13063	+							BANH1_RS00075	594		old_locus_tag=BAnh1_00150
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	12470	13063	+	WP_015397418.1	WP_015397418.1		OstA family protein			BANH1_RS00075	594	197	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	13086	13880	+					lptB		BANH1_RS00080	795		old_locus_tag=BAnh1_00160
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	13086	13880	+	WP_041583137.1	WP_041583137.1		LPS export ABC transporter ATP-binding protein	lptB		BANH1_RS00080	795	264	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	14320	14583	+							BANH1_RS00085	264		
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	14320	14583	+	WP_041582846.1	WP_041582846.1		hypothetical protein			BANH1_RS00085	264	87	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	14973	15437	+					ptsN		BANH1_RS00090	465		old_locus_tag=BAnh1_00170
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	14973	15437	+	WP_015397420.1	WP_015397420.1		PTS IIA-like nitrogen regulatory protein PtsN	ptsN		BANH1_RS00090	465	154	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	16570	17079	+							BANH1_RS00095	510		old_locus_tag=BAnh1_00180
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	16570	17079	+	WP_015397421.1	WP_015397421.1		invasion associated locus B family protein			BANH1_RS00095	510	169	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	17122	18357	+					rlmN		BANH1_RS00100	1236		old_locus_tag=BAnh1_00190
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	17122	18357	+	WP_015397422.1	WP_015397422.1		23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	rlmN		BANH1_RS00100	1236	411	
gene	pseudogene	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	18415	18874	+							BANH1_RS07465	460		pseudo
CDS	without_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	18415	18874	+				argininosuccinate synthase			BANH1_RS07465	460		pseudo
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	19308	20978	+							BANH1_RS00110	1671		old_locus_tag=BAnh1_00210
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	19308	20978	+	WP_015397423.1	WP_015397423.1		lysine--tRNA ligase			BANH1_RS00110	1671	556	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	20968	22545	+							BANH1_RS00115	1578		old_locus_tag=BAnh1_00220
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	20968	22545	+	WP_015397424.1	WP_015397424.1		peptide chain release factor 3			BANH1_RS00115	1578	525	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	22642	22965	-					trxA		BANH1_RS00120	324		old_locus_tag=BAnh1_00230
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	22642	22965	-	WP_015397425.1	WP_015397425.1		thioredoxin	trxA		BANH1_RS00120	324	107	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	23073	26534	-					addA		BANH1_RS00125	3462		old_locus_tag=BAnh1_00240
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	23073	26534	-	WP_015397426.1	WP_015397426.1		double-strand break repair helicase AddA	addA		BANH1_RS00125	3462	1153	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	26531	29665	-					addB		BANH1_RS00130	3135		old_locus_tag=BAnh1_00250
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	26531	29665	-	WP_015397427.1	WP_015397427.1		double-strand break repair protein AddB	addB		BANH1_RS00130	3135	1044	
gene	pseudogene	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	30001	30468	-							BANH1_RS00135	468		partial;pseudo;old_locus_tag=BAnh1_00260
CDS	without_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	30001	30468	-				bifunctional alanine racemase/tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE			BANH1_RS00135	468		partial;pseudo
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	30523	32988	-							BANH1_RS00140	2466		old_locus_tag=BAnh1_00270
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	30523	32988	-	WP_015397429.1	WP_015397429.1		PAS domain-containing sensor histidine kinase			BANH1_RS00140	2466	821	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	33027	34424	-					ahcY		BANH1_RS00145	1398		old_locus_tag=BAnh1_00280
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	33027	34424	-	WP_015397430.1	WP_015397430.1		adenosylhomocysteinase	ahcY		BANH1_RS00145	1398	465	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	34771	35769	-							BANH1_RS00150	999		old_locus_tag=BAnh1_00290
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	34771	35769	-	WP_015397431.1	WP_015397431.1		complex I NDUFA9 subunit family protein			BANH1_RS00150	999	332	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	35822	37141	-							BANH1_RS00155	1320		old_locus_tag=BAnh1_00300
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	35822	37141	-	WP_015397432.1	WP_015397432.1		bifunctional folylpolyglutamate synthase/dihydrofolate synthase			BANH1_RS00155	1320	439	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	37144	38064	-					accD		BANH1_RS00160	921		old_locus_tag=BAnh1_00310
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	37144	38064	-	WP_015397433.1	WP_015397433.1		acetyl-CoA carboxylase, carboxyltransferase subunit beta	accD		BANH1_RS00160	921	306	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	39148	39888	-							BANH1_RS00165	741		old_locus_tag=BAnh1_00320
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	39148	39888	-	WP_015397434.1	WP_015397434.1		sulfate transporter family protein			BANH1_RS00165	741	246	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	40578	41978	-					coaBC		BANH1_RS00170	1401		old_locus_tag=BAnh1_00330
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	40578	41978	-	WP_015397435.1	WP_015397435.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC		BANH1_RS00170	1401	466	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	42041	43627	-					ubiB		BANH1_RS00175	1587		old_locus_tag=BAnh1_00340
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	42041	43627	-	WP_015397436.1	WP_015397436.1		2-polyprenylphenol 6-hydroxylase	ubiB		BANH1_RS00175	1587	528	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	43631	44413	-					ubiE		BANH1_RS00180	783		old_locus_tag=BAnh1_00350
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	43631	44413	-	WP_015397437.1	WP_015397437.1		bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE	ubiE		BANH1_RS00180	783	260	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	44532	46961	-					gyrB		BANH1_RS00185	2430		old_locus_tag=BAnh1_00360
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	44532	46961	-	WP_015397438.1	WP_015397438.1		DNA topoisomerase (ATP-hydrolyzing) subunit B	gyrB		BANH1_RS00185	2430	809	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	47579	48394	+							BANH1_RS00190	816		old_locus_tag=BAnh1_00370
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	47579	48394	+	WP_015397439.1	WP_015397439.1		transporter substrate-binding domain-containing protein			BANH1_RS00190	816	271	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	48407	49939	-							BANH1_RS00195	1533		old_locus_tag=BAnh1_00380
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	48407	49939	-	WP_015397440.1	WP_015397440.1		YifB family Mg chelatase-like AAA ATPase			BANH1_RS00195	1533	510	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	50348	52306	+							BANH1_RS00205	1959		old_locus_tag=BAnh1_00390
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	50348	52306	+	WP_015397441.1	WP_015397441.1		autotransporter assembly complex protein TamA			BANH1_RS00205	1959	652	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	52306	56964	+							BANH1_RS00210	4659		old_locus_tag=BAnh1_00400
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	52306	56964	+	WP_015397442.1	WP_015397442.1		translocation/assembly module TamB domain-containing protein			BANH1_RS00210	4659	1552	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	56999	58765	-							BANH1_RS00215	1767		old_locus_tag=BAnh1_00410
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	56999	58765	-	WP_015397443.1	WP_015397443.1		ABC transporter ATP-binding protein/permease			BANH1_RS00215	1767	588	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	58981	59499	-					infC		BANH1_RS00220	519		old_locus_tag=BAnh1_00420
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	58981	59499	-	WP_015397444.1	WP_015397444.1		translation initiation factor IF-3	infC		BANH1_RS00220	519	172	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	59702	60481	+							BANH1_RS00225	780		old_locus_tag=BAnh1_00430
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	59702	60481	+	WP_041583139.1	WP_041583139.1		alpha/beta hydrolase			BANH1_RS00225	780	259	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	60512	61240	+							BANH1_RS00230	729		old_locus_tag=BAnh1_00440
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	60512	61240	+	WP_041583141.1	WP_041583141.1		M48 family metallopeptidase			BANH1_RS00230	729	242	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	61524	62696	+					dapE		BANH1_RS00235	1173		old_locus_tag=BAnh1_00450
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	61524	62696	+	WP_015397447.1	WP_015397447.1		succinyl-diaminopimelate desuccinylase	dapE		BANH1_RS00235	1173	390	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	62763	63962	-					hemW		BANH1_RS00240	1200		old_locus_tag=BAnh1_00460
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	62763	63962	-	WP_015397448.1	WP_015397448.1		radical SAM family heme chaperone HemW	hemW		BANH1_RS00240	1200	399	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	63962	64609	-							BANH1_RS00245	648		old_locus_tag=BAnh1_00470
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	63962	64609	-	WP_015397449.1	WP_015397449.1		non-canonical purine NTP pyrophosphatase			BANH1_RS00245	648	215	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	64859	65170	-							BANH1_RS00250	312		old_locus_tag=BAnh1_00480
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	64859	65170	-	WP_015397450.1	WP_015397450.1		hypothetical protein			BANH1_RS00250	312	103	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	65167	65535	-							BANH1_RS00255	369		old_locus_tag=BAnh1_00490
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	65167	65535	-	WP_015397451.1	WP_015397451.1		conjugal transfer transcriptional regulator TraJ			BANH1_RS00255	369	122	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	65792	66055	+							BANH1_RS00260	264		old_locus_tag=BAnh1_00500
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	65792	66055	+	WP_015397452.1	WP_015397452.1		hypothetical protein			BANH1_RS00260	264	87	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	66186	66917	+							BANH1_RS00265	732		old_locus_tag=BAnh1_00510
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	66186	66917	+	WP_015397453.1	WP_015397453.1		conjugal transfer pilus assembly protein TraL			BANH1_RS00265	732	243	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	66929	67387	+							BANH1_RS00270	459		old_locus_tag=BAnh1_00520
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	66929	67387	+	WP_015397454.1	WP_015397454.1		conjugal transfer protein TraM			BANH1_RS00270	459	152	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	67460	67783	-							BANH1_RS00275	324		old_locus_tag=BAnh1_00530
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	67460	67783	-	WP_015397455.1	WP_015397455.1		type II toxin-antitoxin system PemK/MazF family toxin			BANH1_RS00275	324	107	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	67783	68007	-							BANH1_RS00280	225		old_locus_tag=BAnh1_00540
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	67783	68007	-	WP_019224016.1	WP_019224016.1		antitoxin MazE family protein			BANH1_RS00280	225	74	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	68151	68402	+							BANH1_RS00285	252		old_locus_tag=BAnh1_00550
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	68151	68402	+	WP_015397457.1	WP_015397457.1		hypothetical protein			BANH1_RS00285	252	83	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	68399	68797	+							BANH1_RS00290	399		old_locus_tag=BAnh1_00560
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	68399	68797	+	WP_015397458.1	WP_015397458.1		type II toxin-antitoxin system VapC family toxin			BANH1_RS00290	399	132	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	69084	69602	+							BANH1_RS00295	519		old_locus_tag=BAnh1_00570
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	69084	69602	+	WP_015397459.1	WP_015397459.1		replication/maintenance protein RepL			BANH1_RS00295	519	172	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	69762	70019	-							BANH1_RS00300	258		old_locus_tag=BAnh1_00580
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	69762	70019	-	WP_015397460.1	WP_015397460.1		hypothetical protein			BANH1_RS00300	258	85	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	70016	70666	-							BANH1_RS00305	651		old_locus_tag=BAnh1_00590
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	70016	70666	-	WP_015397461.1	WP_015397461.1		ParA family protein			BANH1_RS00305	651	216	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	70880	71173	+							BANH1_RS00310	294		
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	70880	71173	+	WP_041582858.1	WP_041582858.1		hypothetical protein			BANH1_RS00310	294	97	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	71288	71620	-							BANH1_RS00315	333		old_locus_tag=BAnh1_00600
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	71288	71620	-	WP_015397462.1	WP_015397462.1		type II toxin-antitoxin system PemK/MazF family toxin			BANH1_RS00315	333	110	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	71620	71877	-							BANH1_RS00320	258		old_locus_tag=BAnh1_00610
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	71620	71877	-	WP_015397463.1	WP_015397463.1		PemI protein			BANH1_RS00320	258	85	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	72076	72720	-							BANH1_RS00325	645		old_locus_tag=BAnh1_00620
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	72076	72720	-	WP_041582860.1	WP_041582860.1		recombinase family protein			BANH1_RS00325	645	214	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	72935	73225	+							BANH1_RS00330	291		old_locus_tag=BAnh1_00630
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	72935	73225	+	WP_015397465.1	WP_015397465.1		YacA protein			BANH1_RS00330	291	96	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	73932	75002	+					hrcA		BANH1_RS00340	1071		old_locus_tag=BAnh1_00640
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	73932	75002	+	WP_015397466.1	WP_015397466.1		heat-inducible transcriptional repressor HrcA	hrcA		BANH1_RS00340	1071	356	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	75123	75797	+					grpE		BANH1_RS00345	675		old_locus_tag=BAnh1_00650
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	75123	75797	+	WP_015397467.1	WP_015397467.1		nucleotide exchange factor GrpE	grpE		BANH1_RS00345	675	224	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	75880	76419	-					thpR		BANH1_RS00350	540		old_locus_tag=BAnh1_00660
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	75880	76419	-	WP_015397468.1	WP_015397468.1		RNA 2',3'-cyclic phosphodiesterase	thpR		BANH1_RS00350	540	179	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	77346	79130	-							BANH1_RS00355	1785		old_locus_tag=BAnh1_00670
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	77346	79130	-	WP_015397469.1	WP_015397469.1		sensor histidine kinase			BANH1_RS00355	1785	594	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	79170	79892	-							BANH1_RS00360	723		old_locus_tag=BAnh1_00680
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	79170	79892	-	WP_015397470.1	WP_015397470.1		response regulator transcription factor			BANH1_RS00360	723	240	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	80266	80715	+					lysM		BANH1_RS00365	450		old_locus_tag=BAnh1_00690
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	80266	80715	+	WP_015397471.1	WP_015397471.1		peptidoglycan-binding protein LysM	lysM		BANH1_RS00365	450	149	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	80856	81407	-							BANH1_RS00370	552		old_locus_tag=BAnh1_00700
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	80856	81407	-	WP_015397472.1	WP_015397472.1		copper chaperone PCu(A)C			BANH1_RS00370	552	183	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	82313	84208	+					dnaK		BANH1_RS00375	1896		old_locus_tag=BAnh1_00710
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	82313	84208	+	WP_015397473.1	WP_015397473.1		molecular chaperone DnaK	dnaK		BANH1_RS00375	1896	631	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	84368	85516	+					dnaJ		BANH1_RS00380	1149		old_locus_tag=BAnh1_00720
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	84368	85516	+	WP_015397474.1	WP_015397474.1		molecular chaperone DnaJ	dnaJ		BANH1_RS00380	1149	382	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	85853	86758	+					argB		BANH1_RS00385	906		old_locus_tag=BAnh1_00730
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	85853	86758	+	WP_015397475.1	WP_015397475.1		acetylglutamate kinase	argB		BANH1_RS00385	906	301	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	86793	87707	+							BANH1_RS00390	915		old_locus_tag=BAnh1_00740
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	86793	87707	+	WP_015397476.1	WP_015397476.1		DMT family transporter			BANH1_RS00390	915	304	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	87995	89800	+					lepA		BANH1_RS00395	1806		old_locus_tag=BAnh1_00750
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	87995	89800	+	WP_015397477.1	WP_015397477.1		translation elongation factor 4	lepA		BANH1_RS00395	1806	601	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	89872	90720	-					dapD		BANH1_RS00400	849		old_locus_tag=BAnh1_00760
